Review_ID,Text,Dominant_Topic,Top_Keywords
240,even,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
241,fuck bs wast time data zero interact stand room listen ghoul rambl,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
242,use index contol cant get anyth hapen stood outsid door woolf head posibl suport,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
243,christma carol one alltim favorit stori say disappoint gross understat handsdown worst vr experi ever subject voic act stilt monoton disjoint unbeliev bore graphic limit consist larg silhouett ghost talk shadow quit liter see anyon els virtual interact littl isread riddl bug free would overpr titl wast money wast time bought elsewher id get refund,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
244,want play golf isnt golf puzzl bad physic well done plan get par better sold puzzl id probabl give five star least four sinc sold golf isnt golf im go three star,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
245,sure expect wasnt play one round desir play,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
246,instructor video didnt play repres white panel audio play fine still solid star got grandson play first brought back lot fond memori disect frog earth worm school educ valu titl high instruct tool model well done especi like background music ad environment plu one thing would recommend remov oread morergan allow correct organ remov bring mind mode organ could remov place appropri name contain point mani possibl titl happi see genr vr commun need educ titl qualiti one excit see victoryvr next,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
247,fascin pleas pehap utilis valv index control hand map,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
248,liter awesom hpoe add subtitl,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
249,interest educ concept lot potenti magnifi lens pleas still bug loos imag jump close give glimps educ could futur better content better graphic avail inform light complet minut,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
250,want go school great lesson simul excel display inform sever layer well organ immers environ readymad elabor interact frog ragdol pretti physic turn stiff model dissect like experi wonder learn subject virtual classroom case interest learn platform mooc could throw paperead morer plane around globe,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
251,great music first song move also good represent real life experi know vr smell chicken frog like rememb good job wont play great teacher,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
252,great vr shooter awesom graphic great gameplay howev modifi chang system need contact support authoris new hardwar unfortun support littl slow side star actual though,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
253,hard also fun knee dielol,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
254,wowit realli awesom great graphic cant wait next level,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
255,one best vr shooter ive tri long time check full preview,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
256,pull steam,48,"thatd, english, muffl, moreoth, wonderful, son, man, beuti, shread, playstat"
257,get english love would like know stori part,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
258,beauti high energi even almost imposs complet even play easi havent get past boss sadli perfect exampl digit right done badli punish custom pay refus run slightest chang system requir email support take day unlock allow play two reason three star review otherwis five star gamread more,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
259,doesnt work everytim load like frame second dissconnect oculu comput abl run,2,"monster, perman, artsi, cursor, stair, tre, approv, flight, endur, mashup"
260,itselv greatbut support crap bought new pc start errormessag contact support email appear never got answer,13,"craft, gamplay, hit, surround, chest, sprint, stop, hyper, spoilershint, noninteract"
261,move,13,"craft, gamplay, hit, surround, chest, sprint, stop, hyper, spoilershint, noninteract"
262,fun tilt head left right turn use pole push order start quiker figur order stop quickli tilt head look,37,"burn, seatedstand, md, morelay, breathtak, teleport, tear, dimens, restaraunt, way"
263,wow aw control link keyboard map vive control tilt behavior turn fun right decid spaz make spin around time known problem uniti engin glad got subscript instead buy,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
264,could updat level,14,"return, stone, sooth, boggl, explor, translat, gag, suspens, three, bond"
265,textur poli great fun arcad sometim want sit back relax hard day work,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
266,start stare start button noth happen,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
267,need lot work mean aim weapon graphic good either,41,"viread, irrit, trojan, appl, ever, unfortunatelli, suitabl, jai, skirt, encount"
268,simpl wave shooter somehow made hook play whole campaign mode pretti challeng normal difficulti turn easi less stress like wasnt terrifi play even though zombi dinosaur there alway barrier cannot cross got lot lot gun unlock,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
269,realli enjoy one sometim simplic best like wave shooter one better one enjoy prehistor time zome,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
270,simpl yet superfun wave shooter easytolearn control fit vr noobi vr veteran cant see new gunsenemi store futur great thank dev,47,"host, weather, shock, technolog, spook, greatest, potion, night, pure, illumin"
271,love wave shooter need switch gun often let reload take gun level lot level map enemi gun graphic sound great howev gameplay fun finish main campaign challeng also great highli recommend triggerhappi player,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
272,omg mint liter addict monster dinosaur cant wait see what next watch trex come even golliath pretti amaz love gun format realli realli good gun,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
273,arriv molten glass sphere termin style fight wave zombi dinosaur robot immers wave shooter slick graphic time reload key complet level,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
274,monthli subscript innov weapon manag system ran time beat hard old man,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
275,kind nostalg real point stand shoot whatev come fun though easi fit quick session dinosaur blast enemi movement shoot mechan arent perfect still enjoy,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
276,decent mindless shooter wave wave like reload mechan time travel thing get realli nauseat,8,"racket, dof, studder, gore, stop, trough, spellcast, archer, crystal, inner"
277,wave easi short slow felt underwelm wave,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
278,janu vr somehow still around use back day pain ass still somewhat interfac intensli simpl work dont know see peopl like whatev server need still run still afaict hub start point nice consid room made html someth everyth stream perform fairli well even oculu go port read morejanu vr closest thing metavers check realli seem like one might wide use day make janu vr room least see that like locomot hors shit hard move mayb tri use gamepad also dont open mani portal might crash seem like arent mani room hub choos mayb good one pin hard brows without crash expect mani room found reddit someth secret back alley vr,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
279,yesterday suggest someon use htc vive vr possibl one peopl space answer,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
280,broken barli teleport around without fall throgh ground,19,"minu, fall, descript, revamp, catalog, click, calm, bare, juli, metal"
281,broken go tri download steam version instead,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
282,im surround list file click seem show scene cannot go idea jan seem develop,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
283,tri use vive terribl control mous pointclick doesnt work background imag vr room left right eye switch compar rest room apropi name would anusvr,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
284,launch stoneheng program root directori noth seem broken,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
285,good strategi player requir,41,"viread, irrit, trojan, appl, ever, unfortunatelli, suitabl, jai, skirt, encount"
286,funpleas add id loklormak,10,"unfortunatley, whovian, toy, weari, public, ride, took, began, soundself, absolut"
287,fun card current well popul worth check viveport subscript worth like style check full review,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
288,interest concept hectic throw waepon nearli time action tactic next problem beginn oppon found get good player immedi enough player onlin guess motiv play htc vive cosmo,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
289,interest vr constantli crippl small commun,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
290,dont think bad certainli make good impress graphic etc feel polish dont know somehow lack extra level motiv like stori achiev could certainli help,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
291,noth special fun minut love kind well build,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
292,discourag new player outsid tutori match way learnexperi deck build ai pvp,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
293,download chines,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
294,japanes languag languag hard chang cant navig japanes menu,2,"monster, perman, artsi, cursor, stair, tre, approv, flight, endur, mashup"
295,overal good,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
296,wow awesom cant wait episod,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
297,space rift annoy aspect intro forc tutori abil skip ahead beyond cool see perspect space ship pilot cockpit thrill see pilot posit astronoaut role futur bleak fun,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
298,nice graphic cant get vive control work got stuck first rock cant find rt buttonwait respons,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
299,great graphic,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
300,cant play simpl fact control mess tri use keyboard first switch steam control steam control seem work thing except direct hope get fix realli confus,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
301,warn may good easili compat vive work vive control vive provid guidanc warn problem sinc paid develop say control mous keyboard better gamepad recommend xbox xbox one gamepad,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
302,cant play simpl fact control mess tri use keyboard first switch steam control steam control seem work thing except direct hope get fix realli confus begin see symbol save space rift episod start,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
303,anoth great experi price less latt roller coaster pretti simpl take next level allow experi anywher mix interest adapt sound light effect anim environ flawless suit coaster solut get bore yet sure probabl one go mani time redo roller coaster real life youll love your friend famili wiread morel love doesnt break bank,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
304,cool coaster fun set ride price cant beat one steam like fun set ride realli give sens your actual coaster caught lean turn time,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
305,fairli fun way kill minut glitch first tri think initi steam menu start someth noth select restart pretti straightforward select coaster enjoy ride fun simpl way entertain rel guest vr,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
306,space coaster favorit fun program keep eye updat program develop,33,"secret, twilight, websit, steadi, requir, ui, redirect, flipper, ven, gb"
307,alot fun good graphic lot color sceneri one first coaster vive,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
308,problem play posit bee adjust seem work properli thing realli pull experi space track quit obvious use normal earth graviti thu even booster pad regain speed slow lot climb strang sinc moon level correctli implement lower graviti high speed climb curv total shatter illus bee read moreout space one appeal aspect moon level somewhat remedi howev,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
309,like wouldnt pay full price best rollercoast ive found look limit,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
310,enjoy type track space moon one best,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
311,coaster deliv amaz homebas roller coaster experi pretti close even lack servo environment cabinet realli get feel your roller coaster fantast set least scenario coaster real fail get use four track thrill start wear sinc there noth els sit back ride rush gone coaster ultimaread moret valu probabl end virtual realiti showpiec friend famili happen though youll like gotten money worth particularli sinc cost entri less singl ride simul let alon cost entri arcad amus park host machin first place,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
312,weak experi obvious littl effort put guess that okay price right room coaster best bunch worth glanc great worth look,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
313,littl fun first time much tech demo sit swivel chair spin time add sens motion experi,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
314,solid coaster experi moder graphic track,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
315,shaki display buffer differ zone map uninstal one ride map,24,"stream, ride, wannab, cute, mhz, cgi, yall, ai, upper, promis"
316,occulu warum,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
317,slow uninterest,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
318,terribl honestli would feel total rip didnt get play free sceneri stupid live room picknick tabl one real like coaster track support look terribl also bare use decent slope train acceler complet unrealist actual physic artifici speed sometim wrong place get minut playtim idread more surpris,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
319,great fun play immedi addict play hour one favourit game audio graphic incred impress play hour im nowher near complet fantast experi immers creat world player pro graphic amaz good visual entertain environ fun zombi surviv mode addict fireworksread end round con option save progress restart everi time loos conclus simpli stun play,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
320,basic concept execut well play smooth respons mode arcad target base hit challeng enjoy zombi mode well done,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
321,fun parti nice break vr noob,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
322,realli fun one best vr game viveport zombi mode especi fun,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
323,wow amaz present axe throw cant get excit great fun around minut start get axe elbow longer feel need tri real axe throw new bar downtown abl crank supersampl gtx bet could use lesser gpu problem,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
324,surpris titl offer lot would expect think easi know angl wrist directli effect target outcom someth look like simpl target hit get lazi sudden miss someth thought simpl surpris workout case your sort thing price cant beat could probabl chop,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
325,good short fun pleas implement grip instead click index control arcad mode pleas allow option skip score board get annoy hold grip round,19,"minu, fall, descript, revamp, catalog, click, calm, bare, juli, metal"
326,play valv index good littl minigam axe throw felt good howev feel like made someon taller ft throw basic straight arm get high thrown target doesnt feel right,19,"minu, fall, descript, revamp, catalog, click, calm, bare, juli, metal"
327,difficult aim well axe alway creep upward wherev throw,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
328,pretti much titl say throw axe fun littl least cant feel arm anymor recommend,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
329,pretti dull play minut nice graphic fun shooter short,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
330,great introduct possibl vr varieti gameplay style decent pace paid tri like invest space pirat trainer also zac problem game run hang turn faulti ssd noth viveport steam give hdtune tri test disk,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
331,start sit blue screen launch oculu app instead steam vr never work,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
332,good fun age,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
333,fun short time could good kid,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
334,fairli bland throw snow worth get,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
335,fun level hard thing break easili would better could earn money buy thing perman instead opinion even worth subscript spot realli worth pay right,37,"burn, seatedstand, md, morelay, breathtak, teleport, tear, dimens, restaraunt, way"
336,awesom great mechan perk need item player pvp rather play bot time still bot competit realli make hard win time well done need western updat content along line fortnit etc look forward robust updat,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
337,excel smooth,22,"rotor, bullsht, exce, miss, creat, unreal, knew, scariest, expert, medium"
338,one best multiplay game vr,31,"mejor, stiff, plagu, dope, mag, squad, plush, coop, bullshit, janki"
339,fun lack player,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
340,good battl royal vr,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
341,fun ive multiplay vr titl fast control amaz menu great action suspes hellafun finish everi match feel exhiler hit right spot dream hanzo ginji vr,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
342,gem love,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
343,love easi reak everyon mayb player good alway peopl wait max sec realli fun fav vr,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
344,good pvp ala fortnit regard,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
345,much fun end buy million time funner fortnit,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
346,fun though seem like lot sure play ai realli bad new player usual get smoke fortnit actual win note grab thing point close fist item dont tri point arrow finger took figur realli help know,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
347,bad exspect get see one play wrong fun fun stay good bit lost track time like support oculu well back bit like get time one,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
348,favorit vr get use mechan feel natur switch bow arrow type fli air wish peopl play viveport infin pleas tri,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
349,bit hard get use still realli fun,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
350,favorit vr far intens competit definit get blood pump motion mechan great consider better havent gain vr leg yet roomscal highli recommend seat strongli unrecommend die,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
351,absolut awesom take practic hit player noth littl time fire rang wont improv,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
352,son love fun mode fun battl royal mode addict rank,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
353,awesom hope player base vr grow soon play mani time believ tri even bot fun hour fun congrat creater keep good work,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
354,awesom,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
355,found pretti awesom get use control becom lot fun kill satisfi like take one person long shot bow next fli toward mid air get sweet head shot last least jump right behind stealth like take katana highli recommend lobbi alway activ full,14,"return, stone, sooth, boggl, explor, translat, gag, suspens, three, bond"
356,great especi love arrow jump mechan total changer imo,38,"vrigad, inclin, path, splash, pair, microsoft, aud, incomplet, starway, vrexperi"
357,great littl buggi last updat extrem fun satisfi,49,"upon, sin, invis, underwelm, concern, eras, withread, trueli, rebirth, dosnt"
358,expect bore realli wasnt fast pace gameplay,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
359,didnt expect much incred fun best thing sinc war dust get,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
360,great lot fun got use women voic put,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
361,great favorit upload wont launch repair reboot delet instal wont launch,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
362,one better made definit popul vr multipl game check full review,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
363,cant launch,27,"stash, wack, mous, urgenc, fp, understand, playbl, truli, sourc, absorb"
364,chang review start promis either chang becam certain level play chang significantli primari chang avail ammo arrow type virtual none wast time search rather fight time get kill someon found went terrif terribl,21,"spanish, blood, programm, dark, signifi, inifin, moment, uniti, child, time"
365,wont launch stuck first titl bad tri repair reboot librari edit final abl launch full delet instal let tri,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
366,ive play averag good next time later couldnt start whatev,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
367,start help,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
368,wouldnt start got load screen flash diamond minut wait noth,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
369,avoid your left hand everytim start switch hand choos left hand lobbi start say right hand left forc play right hand make unplay seem like could cool ever get fix updat review,5,"vice, circuit, hypatia, whenev, visit, admiss, rickshaw, neon, thoughtout, moreg"
370,look beauti love fact sit start figth space immedi grind explor might cool well know sometim minut break work want fun without much think plan recommend,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
371,doesnt suck good smooth well polishednot drawn gameplay like elit arcad funjesu die youh aliv,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
372,good simpl space shooter nice graphic sound good variat control option found default control setup vive wand fluid natur dogfight satisfi fun would great ship pick upgrad noth much plot depart explor fun simpl shooter good run great,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
373,play quest seem alright albeit lacklust stop order roll ship til head almost entir degre coupl visual movement made feel sick quick first vr give motion sick,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
374,would rate higher nice look decent fun play sort remind old wing command game stori line isnt reason drop star hit booster get static booster soundthi realli goodi play oculu quest link mayb that issueidk,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
375,work good decent space shoter control take littl get use graphic bad need work ai need work sometim would run stop,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
376,look great cannot control ship movement spin updownv cosmo elit,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
377,play oculu quest via virtual desktop control arent work move ship head noth els,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
378,even possibl use two control joystick rudder soon rudder connect read axi zero valu rudder axi instead jostick axe assign ship spin around menu cannot navig way use anoth control ridicul play someth like one xbox control seem normal develop play joystick rudder rocket scienc itread more shame develop even implement basic control option space sim,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
379,scratch itch high product valu good mechan definit begin someth awesom opinion,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
380,vr fight polish well present best thing still activ develop thing might come would love see depth singl player content that sure,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
381,play first launch pretti dissapoint pvp back littl player base check back iam extremli impress much content ad think review pretti unfair find oppon leav neg review make peopl less like join queue far best vr fight problem isread plagu small player base that im give star want peopl tri one,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
382,work oculu pretti well friend refer playfight togeth absolut blast overal feel accuraci power punch feedback insan good well vr box experi also help degre track oculu thing iam dissatisfi design special abil feel need thoughtout current dont realli feel add anyth read moreth yet anyway alreadi great natur great pvp fight featur definetli recommend hope see peopl ring,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
383,heck im glad came across sub plan uniqu allow pvp fight tone fun fight someon weird kongfu stanc lol wish voic chat get absent would total recommend anyon tri one gem hidden stone,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
384,realli glad came across uniqu someth alway wonder havent develop essenti street fighter vr pvp fight use special move although still develop content isnt abund yet alreadi got lot fun definetli worth,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
385,best want fight without consequ hit way satisfi felt polish fight titl creed gimmick totf alittl unpolish pvp offer best experi far,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
386,idea peopl give harsh review one realli solid base what alreadi land game yesterday arm super sour happi sweat extract away bodi fight grip player base that dev fault,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
387,ok current review give justic great price compar knockout leagu creed brilliant pvp best ever experienc non stupid stamina phantom mechan instead actual fight experi stamina fight skill matter like precis damag calcul base hard hit irl took good min find match troublesomread more done background play singl player mode singl player mode alittl hard say took tri even kill first enemi make mistak qualiti colosseum mode compar gorn hit reaction enemi overal art environ feel amaz realli hope continu grow,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
388,like far im excit player base multiplay lot room grow,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
389,bad realli accur like power import everi touch give damag miss block jump away attack didnt manag block fist buuuuut still earli acc give star caus potenti,28,"recogn, weirdli, bond, latest, pump, explan, ui, tie, sink, cosmo"
390,could fantast ive ever abl fight glitch boss match come train build mode mayb differ robot colossium,39,"teaser, buri, consol, yay, astray, beer, conquer, morend, began, radic"
391,great play need add fight mode,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
392,one help player player lan option use play,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
393,play bit yesterday bot cool today tri start viru proteect said game execut command attack realli sure un istal reinstal still problem,43,"von, five, accident, week, natur, industri, musicrhythm, russian, extrem, viveport"
394,alright hold control way feel realli unnatur though,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
395,earli state move alway that boor,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
396,sort pvp box train love idea magior bug problem first everi time lunch bind gone idea luckli rig control steam minut tri trane zone ok quickli found bot arm hit box horrorb quickli find self clearli mach coliseum first bot kick butt two bot circlread more quickli pull head set cord comput tri dodg pvp never even got play sit ing mach make minut idea even work,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
397,dont fit hold hand wand cant upload ss cant show,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
398,unabl detect control launch kept prompt turn control alreadi play vive,40,"onward, nevertheless, sexi, wick, isol, trojan, anoth, domino, anoy, ninja"
399,cant even start play keep tell turn control alreadi tri quit start multipl time stil htc vive,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
400,load show hold control fine say turn control alreadi activ possibl play wast one,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
401,suck,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
402,wonki control intro explain happen didnt love graphic id give lot slack vr,29,"hide, curs, detail, consum, yknow, burn, frequent, kid, abruptli, il"
403,play like ass,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
404,issu control detect camera isnt lock hmd liter unplay state oculu compat,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
405,advertis store oculu rift support howev upon start seem main menu advis control detect disappoint reason took viveport subscript first place tri buy,44,"disappoint, trend, asset, keeper, tini, twitch, frighten, under, swap, mysteri"
406,got one viveport subscript app couldnt find real person fight robot fight teribl start bare hand fight super ninja robot freakin sword guess win multiplay non exisit singl player suck dont bother,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
407,worth download earli demo nonexist content,2,"monster, perman, artsi, cursor, stair, tre, approv, flight, endur, mashup"
408,worst fight ever go play knockout leagu,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
409,better expect clean easi play nice music,30,"drag, face, hungri, rapidli, unobtrus, plummet, internet, ladi, field, temp"
410,one best viveport ive ever play serious enjoy graphic good mechan good everyth good coupl thing want hold weapon freeli mean revers grip better ai think almost imposs still hope ask better ai ai cant react fake hit becom easi counter ai cant predict attack cread moreount think quit imposs still one best love much,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
411,excel love graphic immers cours gore blood feel chop head hour end without jail life fantast,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
412,new viveport thing honestli shocvk went radar insan want ot play long insan thank,8,"racket, dof, studder, gore, stop, trough, spellcast, archer, crystal, inner"
